അംഗവുമാണ്	angavumaanu	2
അംഗവുമാണ്	angavumanu	1
അംഗവുമായിരുന്ന	amgavumaayirunna	2
അംഗവുമായിരുന്ന	angavumaairunna	1
അംഗവുമായിരുന്ന	angavumaayirunnu	1
അംഗവൈകല്യം	amgavaikalyam	2
അംഗവൈകല്യം	angavaikalyam	1
അംഗസംഖ്യ	amgasamkhya	1
അംഗസംഖ്യ	amgasamkya	1
അംഗസംഖ്യ	angasangya	1
അംഗീകരിക്കപ്പെട്ട	amgeekarikkappetta	2
അംഗീകരിക്കപ്പെട്ട	angeekarikkappetta	1
അംഗീകരിക്കപ്പെട്ടു	amgeekarikkappettu	2
അംഗീകരിക്കപ്പെട്ടു	angeekarikkappettu	1
അംഗീകരിക്കാത്ത	amgeekarikkaatha	1
അംഗീകരിക്കാത്ത	amgeekarikkaattha	1
അംഗീകരിക്കാത്ത	angeekarikkaatha	1
അംഗീകരിക്കാൻ	amgeekarikkaan	2
അംഗീകരിക്കാൻ	angeekarikkan	1
അംഗീകരിക്കുകയും	amgeekarikkukayum	2
അംഗീകരിക്കുകയും	angeekarikkukayum	1
അംഗീകരിക്കുകയോ	amgeekarikkukayo	1
അംഗീകരിക്കുകയോ	angeekarikkukayo	2
അംഗീകരിക്കുന്ന	amgeekarikkunna	2
അംഗീകരിക്കുന്ന	angeekarikkunna	1
അംഗീകരിക്കുന്നില്ല	amgeekarikkunnilla	1
അംഗീകരിക്കുന്നില്ല	angeekarikkunnilla	2
അംഗീകരിക്കുന്നു	amgeekarikkunnu	1
അംഗീകരിക്കുന്നു	angeekarikkunnu	2
അംഗീകരിക്കുവാൻ	amgeekarikkuvaan	2
അംഗീകരിക്കുവാൻ	angeekarikkuvaan	1
അംഗീകരിച്ച	amgeekariccha	1
അംഗീകരിച്ച	angeekaricha	2
അംഗീകരിച്ചതോടെ	amgeekarichathode	1
അംഗീകരിച്ചതോടെ	amgeekarichathote	1
അംഗീകരിച്ചതോടെ	angeekarichathode	1
അംഗീകരിച്ചത്	amgeekarichath	1
അംഗീകരിച്ചത്	amgeekarichathu	1
അംഗീകരിച്ചത്	angikarichathu	1
അംഗീകരിച്ചിട്ടുണ്ട്	angeekarichittund	1
അംഗീകരിച്ചിട്ടുണ്ട്	angeekarichittundu	2
അംഗീകരിച്ചിരുന്നു	amgeekarichirunnu	3
അംഗീകരിച്ചില്ല	amgeekarichilla	3
അംഗീകരിച്ചു	amgeekarichu	2
അംഗീകരിച്ചു	angeekarichu	1
അംഗീകരിച്ചുകൊണ്ട്	amgeekarichukond	1
അംഗീകരിച്ചുകൊണ്ട്	amgeekarichukondu	1
അംഗീകരിച്ചുകൊണ്ട്	amgeekarichukont	1
അംഗീകരിച്ച്	amgeekarich	1
അംഗീകരിച്ച്	amgeekarichu	2
അംഗീകാരം	amgeekaaram	1
അംഗീകാരം	angeekaaram	2
അംഗീകാരം	angeekaram	1
അംഗീകാരങ്ങളും	amgeekaarangalum	2
അംഗീകാരങ്ങളും	angeekaarangalum	1
അംഗീകാരവും	amgeekaaravum	2
അംഗീകാരവും	angeekaaravum	1
അംഗീകൃത	amgeekritha	1
അംഗീകൃത	amgeekrutha	1
അംഗീകൃത	angeekritha	1
അംഗീകൃത	angeekrutha	1
അംജദ്	amjad	3
അംജദ്	amjadh	1
അംജദ്	amjadu	1
അംബാസഡറായി	ambaasadaraayi	2
അംബാസഡറായി	ambaasadoraayi	1
അംബാസിഡർ	ambaasador	1
അംബാസിഡർ	ambaasidar	2
അംബാസിഡർ	ambasidor	1
അംബാസിഡർ	ambassador	1
അംബിക	ambika	3
അംബേദ്കറുടെ	ambedkarude	1
അംബേദ്കറുടെ	ambedkarute	1
അംബേദ്കറുടെ	ambedkkarude	1
അംബേദ്ക്കർ	ambedkar	3
അംബേദ്കർ	ambedkar	3
അംബർ	ambar	3
അംശം	amsham	3
അംശങ്ങൾ	amshangal	3
അകം	akam	3
അകത്തു	akathu	3
അകത്തെ	akathe	3
അകത്തേക്കും	akathekkum	3
അകത്തേക്ക്	akathekk	1
അകത്തേക്ക്	akathekku	2
അകത്ത്	akathu	2
അകത്ത്	akthu	1
അകന്ന	akanna	3
അകന്നു	akannu	3
അകന്ന്	akannu	3
അകപ്പെട്ട്	akappett	1
അകപ്പെട്ട്	akappettu	2
അകമ്പടി	akabadi	1
അകമ്പടി	akambadi	3
അകമ്പടിയോടെ	akambadiyode	3
അകമ്പടിയോടെ	akampadiyode	2
അകറ്റി	akatti	3
അകലം	akalam	3
അകലത്തിലാണ്	akalathilaan	1
അകലത്തിലാണ്	akalathilaanu	2
അകലത്തിൽ	akalathil	3
അകലെ	akale	3
അകലെയാണ്	akaleyaan	1
അകലെയാണ്	akaleyaanu	2
അകലെയായി	akaleyaayi	3
അകലെയുള്ള	akaleyulla	3
അകാല	akaala	3
അകാല	akala	1
അകാലത്തിൽ	akaalathil	3
അക്കം	akkam	3
അക്കങ്ങൾ	akkangal	3
അക്കാഡമി	academy	1
അക്കാഡമി	akkadami	3
അക്കാഡമിയിൽ	akkaadamiyil	1
അക്കാഡമിയിൽ	akkadamiyil	2
അക്കാഡമിയുടെ	academyude	1
അക്കാഡമിയുടെ	akkaadamiyude	1
അക്കാഡമിയുടെ	akkadamiyude	1
അക്കാദമി	academi	1
അക്കാദമി	academii	1
അക്കാദമി	academy	3
അക്കാദമി	academyi	1
അക്കാദമി	akaedmi	1
അക്കാദമി	akaedmy	1
അക്കാദമി	akkaadami	2
അക്കാദമി	aqaedmy	1
അക്കാദമി	ekademi	1
അക്കാദമി	ekademy	1
അക്കാദമി	eqademy	1
അക്കാദമിക	academika	1
അക്കാദമിക	acaemiccs	1
അക്കാദമിക	acaemicj	1
അക്കാദമിക	acaemicz	1
അക്കാദമിക	acaemiks	1
അക്കാദമിക	acaemiqs	1
അക്കാദമിക	akkaadamika	2
അക്കാദമിക	akkadamika	2
അക്കാദമിക	ekademics	1
അക്കാദമിക	eqademics	1
അക്കാദമിക്	academic	1
അക്കാദമിക്	akkaadamik	1
അക്കാദമിക്	akkadamik	2
അക്കാദമിയിൽ	akkaadamiyil	1
അക്കാദമിയിൽ	akkadamiyil	1
അക്കാദമിയിൽ	akkadhamiyil	1
അക്കാദമിയുടെ	academiyude	1
അക്കാദമിയുടെ	accadamiyude	1
അക്കാദമിയുടെ	akkadhamiyude	1
അക്കാര്യം	akkaryam	3
അക്കാലത്തു	akkalathu	2
അക്കാലത്തു	akkalatthu	1
അക്കാലത്തുതന്നെ	akkaalathutanne	1
അക്കാലത്തുതന്നെ	akkalathuthanne	1
അക്കാലത്തുതന്നെ	akkalatthuthanne	1
അക്കാലത്തു്	akkaalathu	1
അക്കാലത്തു്	akkaalatthu	1
അക്കാലത്തു്	akkalathu	1
അക്കാലത്തെ	akkaalathe	1
അക്കാലത്തെ	akkaalatthe	1
അക്കാലത്തെ	akkalathe	1
അക്കാലത്ത്	akkaalathu	1
അക്കാലത്ത്	akkaalatthu	1
അക്കാലത്ത്	akkalath	1
അക്കൂട്ടത്തിൽ	akkoottathil	2
അക്കൂട്ടത്തിൽ	akkoottatthil	1
അക്ബറിന്റെ	akbarinte	3
അക്ബർ	akbar	3
അക്രമം	akramam	3
അക്രമകാരികൾ	akramakaarikal	2
അക്രമകാരികൾ	akramakarikal	1
അക്രമങ്ങളും	akramangalum	3
അക്രമാസക്തമായി	akramaasakthamaayi	2
അക്രമാസക്തമായി	akramasakthamaayi	1
അക്രമാസക്തമായി	akramasakthamayi	2
അക്രമികൾ	akramikal	3
അക്രമിയുടെ	akramiyude	3
അക്ഷരം	aksharam	3
അക്ഷരങ്ങളിൽ	aksharangalil	3
അക്ഷരങ്ങളും	aksharangalum	2
അക്ഷരങ്ങളും	askharangalum	1
അക്ഷരങ്ങളുടെ	aksharangalude	3
അക്ഷരങ്ങളെ	aksharangale	3
അക്ഷരങ്ങൾ	aksharangal	3
അക്ഷരങ്ങൾക്ക്	aksharangalk	1
അക്ഷരങ്ങൾക്ക്	aksharangalkk	1
അക്ഷരങ്ങൾക്ക്	aksharangalkku	1
അക്ഷരത്തിനും	aksharathinum	3
അക്ഷരമാല	aksharamaala	3
അക്ഷരമാലയിലെ	aksharamaalayile	3
അക്ഷരരൂപം	akshararoopam	3
അക്ഷരരൂപം	akshararupam	1
അക്ഷരരൂപം	akshararuupam	1
അക്ഷരവും	aksharavum	3
അക്ഷരാർത്ഥത്തിൽ	aksharaardhatthil	1
അക്ഷരാർത്ഥത്തിൽ	aksharaarthathil	1
അക്ഷരാർത്ഥത്തിൽ	akshararthathil	1
അക്‌ബർ	akbar	3
അകൽച്ച	akalcha	2
അകൽച്ച	akalchcha	1
അഖണ്ഡ	akhanda	3
അഖില	akhila	3
അഖിലേന്ത്യാ	akhilendhyaa	1
അഖിലേന്ത്യാ	akhilenthyaa	1
അഖിലേന്ത്യാ	akhilentyaa	1
അഖിലേഷ്	akhilesh	3
അഖിൽ	akhil	3
അഗളി	agali	3
അഗസ്റ്റ	agast	1
അഗസ്റ്റ	agasta	1
അഗസ്റ്റ	agastta	2
അഗസ്റ്റ	augaustaa	1
അഗസ്റ്റ	auggasta	1
അഗസ്റ്റ	augusta	1
അഗസ്റ്റ	avgastaa	1
അഗസ്റ്റ	awgastaa	1
അഗസ്റ്റ	ougasta	1
അഗസ്റ്റിനും	agastinum	1
അഗസ്റ്റിനും	agasttinum	2
അഗസ്റ്റിനും	augustinum	1
അഗസ്റ്റിൻ	agastin	1
അഗസ്റ്റിൻ	agasttin	1
അഗസ്റ്റിൻ	augustin	1
അഗസ്റ്റിൻ	augustine	1
അഗസ്റ്റോ	agastoo	1
അഗസ്റ്റോ	augusto	1
അഗസ്റ്റോ	augustoo	1
അഗാധ	agaadha	3
അഗാധമായ	agaadamaaya	1
അഗാധമായ	agaadhamaaya	1
അഗാധമായ	agadhamaaya	1
അഗ്നി	agni	3
അഗ്നിപർവത	agniparvatha	3
അഗ്നിപർവ്വത	agniparvatha	1
അഗ്നിപർവ്വത	agniparvvatha	2
അഗ്നിബാധയിൽ	agnibaadhayil	1
അഗ്നിബാധയിൽ	agnibadhayil	2
അഗ്നിയിൽ	agniyil	3
അഗ്നിയുടെ	agniyudae	1
അഗ്നിയുടെ	agniyude	1
അഗ്നിയുടെ	agniyute	1
അഗ്നിയെ	agniyae	1
അഗ്നിയെ	agniye	2
അഗ്നിഹോത്രി	agnihothri	2
അഗ്നിഹോത്രി	agnihotri	1
അഗ്രം	agram	3
അഗ്രഗേറ്റർ	aggreegaitor	1
അഗ്രഗേറ്റർ	aggreegator	1
അഗ്രഗേറ്റർ	aggregaitor	1
അഗ്രഗേറ്റർ	aggregator	1
അഗ്രഗേറ്റർ	aggregetor	1
അഗ്രഗേറ്റർ	aggrigator	1
അഗ്രഗേറ്റർ	aggrigetor	1
അഗ്രത്തിൽ	agrathil	2
അഗ്രത്തിൽ	agratthil	1
അഗ്രഭാഗം	agrabhaagam	2
അഗ്രഭാഗം	agrabhagam	1
അഗ്രിക്കൾച്ചറൽ	agricultural	1
അഗ്രിക്കൾച്ചറൽ	agrikalcharal	2
അഗ്രിക്കൾച്ചറൽ	agrikkalcharal	1
അഗ്രോ	aggro	1
അഗ്രോ	aggroo	1
അഗ്രോ	agro	3
അഗ്രോ	agroo	1
അഗ്രോ	agrro	1
അഗ്രോ	agrroo	1
അഗ്രോ	agru	1
അഗ്‌നി	agni	3
അഗർവാളും	agarvaalum	3
അഗർവാൾ	agarvaal	3
അങ്കമാലി	angamaali	1
അങ്കമാലി	angamali	1
അങ്കമാലി	ankamaali	2
അങ്കമാലിയിലെ	angamaaliyile	1
അങ്കമാലിയിലെ	ankamaaliyile	2
അങ്ങനെ	angane	3
അങ്ങനെയല്ല	anganeyalla	3
അങ്ങനെയാണ്	anganeyaan	1
അങ്ങനെയാണ്	anganeyaanu	1
അങ്ങനെയാണ്	anganeyanu	1
അങ്ങനെയിരിക്കെ	aganeerikke	1
അങ്ങനെയിരിക്കെ	anganeyirikke	2
അങ്ങനെയുള്ള	anganeyulla	3
അങ്ങനെയൊരു	anganeyoru	3
അങ്ങയുടെ	angayude	3
അങ്ങയെ	angaye	3
അങ്ങാടിപ്പുറം	angaadikkappuram	1
അങ്ങാടിപ്പുറം	angaadippuram	2
അങ്ങാടിപ്പുറം	angadikkappuram	1
അങ്ങിങ്ങായി	angingaayi	2
അങ്ങിങ്ങായി	angingayi	2
അങ്ങേയറ്റം	angeyattam	3
അങ്ങ്	ang	1
അങ്ങ്	angu	2
അച്ചടക്കം	acchadakkam	2
അച്ചടക്കം	achadakkam	1
അച്ചടി	acchadi	1
അച്ചടി	achadi	1
അച്ചടി	achchadi	1
അച്ചടിച്ച	acchadicha	1
അച്ചടിച്ച	achadicha	1
അച്ചടിച്ച	achchadichcha	1
അച്ചടിച്ചത്	achadichathu	2
അച്ചടിച്ചത്	achchadichchath	1
അച്ചടിച്ചു	achadichu	3
അച്ചടിച്ച്	achadichu	3
അച്ചടിയിൽ	acchadiyil	1
അച്ചടിയിൽ	achadiyil	2
അച്ചന്	acchan	1
അച്ചന്	achanu	2
അച്ചാറുകൾ	acchaarukal	1
അച്ചാറുകൾ	achaarukal	1
അച്ചാറുകൾ	achharukal	1
അച്ചാർ	acchaar	1
അച്ചാർ	achaar	2
അച്ചീവ്മെന്റ്	accheevment	1
അച്ചീവ്മെന്റ്	accheevmente	1
അച്ചീവ്മെന്റ്	achievment	1
അച്ചു	acchu	2
അച്ചു	achu	1
അച്ചുകൾ	achukal	3
അച്ച്	ach	2
അച്ച്	achu	2
അച്ചൻ	acchan	1
അച്ചൻ	achan	2
അച്ചൻകോവിൽ	acchankovil	1
അച്ചൻകോവിൽ	achankovil	1
അച്ചൻകോവിൽ	achhankovil	1
അച്ഛനമ്മമാർ	acchanammamaar	1
അച്ഛനമ്മമാർ	achanammamaar	1
അച്ഛനമ്മമാർ	achhanammamaar	1
അച്ഛനാണ്	acchanaanu	1
അച്ഛനാണ്	achanaanu	1
അച്ഛനാണ്	achhanaanu	1
അച്ഛനും	acchanum	1
അച്ഛനും	achanum	1
അച്ഛനും	achhanum	2
അച്ഛനുറങ്ങാത്ത	achanurangaatha	2
അച്ഛനുറങ്ങാത്ത	achhanurangaatha	1
അച്ഛനുറങ്ങാത്ത	achhanurangaattha	1
അച്ഛനെ	acchane	1
അച്ഛനെ	achane	1
അച്ഛനെ	achhane	2
അച്ഛനോടൊപ്പം	acchanotoppam	1
അച്ഛനോടൊപ്പം	achanodoppam	1
അച്ഛനോടൊപ്പം	achchanoodoppam	1
അച്ഛന്റെ	acchante	1
അച്ഛന്റെ	achante	2
അച്ഛന്റെ	achhante	1
അച്ഛൻ	achan	1
അച്ഛൻ	achen	1
അച്ഛൻ	achhan	1
അച്ഛൻറെ	achante	2
അച്ഛൻറെ	achhante	1
അച്യുതമേനോൻ	achuthamenon	1
അച്യുതമേനോൻ	achyuthamenon	2
അച്യുതാനന്ദൻ	achudananthan	1
അച്യുതാനന്ദൻ	achuthaananthan	1
അച്യുതാനന്ദൻ	achyuthaanandan	1
അച്യുതൻ	achuthan	1
അച്യുതൻ	achyuthan	3
അജയ്	ajai	1
അജയ്	ajaii	1
അജയ്	ajay	4
അജയ്	ajaya	1
അജയ്	aje	1
അജയ്	azai	1
അജയ്	azay	1
അജയ്	azaya	1
അജാക്സ്	ajaaks	1
അജാക്സ്	ajaks	1
അജാക്സ്	ajaqs	1
അജാക്സ്	ajax	1
അജാക്സ്	azaks	1
അജാക്സ്	azax	1
അജാക്സ്	ejeks	1
അജാക്സ്	ejeqs	1
അജാക്സ്	ezeks	1
അജിത	ajita	1
അജിത	ajitha	3
അജിത്	ajeet	1
അജിത്	ajiit	1
അജിത്	ajit	1
അജിത്	ajith	3
അജിത്	ajyt	1
അജിത്	azeet	1
അജിത്	azit	1
അജിത്	azyt	1
അജിത്ത്	ajith	2
അജിത്ത്	ajitth	1
അജ്ഞാത	agnjatha	1
അജ്ഞാത	ajnjaatha	1
അജ്ഞാത	anjjaatha	1
അജ്ഞാതനായ	ajnjaathanaaya	2
അജ്ഞാതനായ	anjjaathanaaya	1
അജ്ഞാതമാണ്	ajnjaathamaanu	2
അജ്ഞാതമാണ്	anjjaathamaanu	1
അജ്ഞാതരായ	ajgaatharaaya	1
അജ്ഞാതരായ	ajnjaatharaaya	1
അജ്ഞാതരായ	anjjaatharaaya	1
അജ്ഞാതരുടെ	ajgaatharude	1
അജ്ഞാതരുടെ	ajnatharude	1
അജ്ഞാതരുടെ	anjjaatharude	1
അഞ്ചംഗ	achamga	1
അഞ്ചംഗ	anchamga	1
അഞ്ചംഗ	anjamga	1
അഞ്ചടി	anchaadi	1
അഞ്ചടി	anjadi	2
അഞ്ചാം	anchaam	3
അഞ്ചാമത്തെ	anchaamathe	2
അഞ്ചാമത്തെ	anchamathe	1
അഞ്ചാമത്തെ	anjaamathe	1
അഞ്ചിലധികം	anchiladhikam	2
അഞ്ചിലധികം	anjilathikam	1
അഞ്ചിൽ	anchil	1
അഞ്ചിൽ	anjchil	1
അഞ്ചിൽ	anjil	1
അഞ്ചു	anchu	2
അഞ്ചു	anju	1
അഞ്ചും	anchum	2
അഞ്ചും	anjchum	1
അഞ്ചുതരം	anchutharam	3
അഞ്ചുതെങ്ങ്	anchuthengu	2
അഞ്ചുതെങ്ങ്	anjuthengu	1
അഞ്ചുലക്ഷം	anjolaksham	1
അഞ്ചുലക്ഷം	anjulaksham	2
അഞ്ചുവർഷം	anjuvarsham	2
അഞ്ചുവർഷം	anjuvrsham	1
അഞ്ചോ	ancho	3
അഞ്ചോ	anjo	1
അഞ്ച്	anchu	2
അഞ്ച്	anju	1
അഞ്ചൽ	anchal	2
അഞ്ചൽ	anjal	1
അഞ്ചൽക്കാരൻ	anchalkaaran	1
അഞ്ചൽക്കാരൻ	anchalkkaaran	1
അഞ്ചൽക്കാരൻ	anjalkkaaran	1
അഞ്ചൽക്കാരൻ	anjalkkaran	1
അഞ്ജലി	anjalee	1
അഞ്ജലി	anjalei	1
അഞ്ജലി	anjaley	1
അഞ്ജലി	anjali	3
അഞ്ജലി	anjalii	1
അഞ്ജലി	anjaly	1
അഞ്ജലി	anjjali	1
അഞ്ജലി	anzalee	1
അഞ്ജലി	anzaley	1
അഞ്ജലി	anzali	1
അഞ്ജലി	anzaly	1
അട	ada	3
അടക്കം	adakkam	3
അടക്കമുള്ള	adakkamulla	3
അടക്കി	adakki	2
അടക്കി	atakki	1
അടക്കുകയും	adakkukayum	2
അടക്കുകയും	atakkukayum	1
അടങ്ങിയ	adangiya	3
അടങ്ങിയതാണ്	adangiyathaanu	2
അടങ്ങിയതാണ്	atangiyathaanu	1
അടങ്ങിയിട്ടുണ്ട്	adangiyittundu	3
അടങ്ങിയിട്ടുള്ള	adangiyittulla	3
അടങ്ങിയിരിക്കും	adangiyirikkum	2
അടങ്ങിയിരിക്കും	atangiyirikkum	1
അടങ്ങിയിരിക്കുന്ന	adangiyirikkunna	2
അടങ്ങിയിരിക്കുന്ന	atangiyirikkunna	1
അടങ്ങിയിരിക്കുന്നത്	adangiyirikkunnath	2
അടങ്ങിയിരിക്കുന്നത്	atangiyirikkunnathu	1
അടങ്ങിയിരിക്കുന്നു	adangiyirikkunnu	3
അടച്ചുപൂട്ടി	adachupootti	2
അടച്ചുപൂട്ടി	adachuputti	1
അടച്ച്	adachu	2
അടച്ച്	atach	1
അടഞ്ഞ	adanja	2
അടഞ്ഞ	atanja	1
അടപ്പ്	adappu	3
അടയാളങ്ങളായി	adayaalamaayi	1
അടയാളങ്ങളായി	adayaalangalaayi	1
അടയാളങ്ങളായി	atayaalangalaayi	1
അടയാളപ്പെടുത്തി	adayaalappeduthi	3
അടയിരിക്കുന്ന	adayirikkunna	2
അടയിരിക്കുന്ന	atayirikkunna	1
അടയ്ക്കുകയും	adakkukayum	1
അടയ്ക്കുകയും	adaykkukayum	3
അടാട്ട്	aadaattu	1
അടാട്ട്	adaatt	1
അടാട്ട്	ataatt	1
അടി	adi	2
അടി	ati	1
അടിക്കാൻ	adikkaan	3
അടിക്കുകയും	adikkukayum	3
അടികൾ	adikal	1
അടികൾ	asikal	1
അടികൾ	atikal	1
അടിച്ചമർത്താൻ	adichamarthaan	1
അടിച്ചമർത്താൻ	adichamarthan	1
അടിച്ചമർത്താൻ	atichamarthaan	1
അടിച്ചമർത്തി	adichamarthi	3
അടിച്ചു	adichu	3
അടിച്ചേൽപ്പിക്കാൻ	adichelppikkaan	3
അടിച്ചേൽപ്പിക്കുന്നത്	adichelppikkunnathu	1
അടിച്ചേൽപ്പിക്കുന്നത്	adichelppikkunnthu	1
അടിച്ചേൽപ്പിക്കുന്നത്	atichelppikkunnath	1
അടിഞ്ഞ്	adinj	1
അടിഞ്ഞ്	adinju	2
അടിത്തട്ടിൽ	adithattil	3
അടിത്തറ	adithara	3
അടിത്തറയിൽ	aditharayil	3
അടിത്തറയുടെ	aditharayude	3
അടിഭാഗം	adibhaagam	2
അടിഭാഗം	atibhaagam	1
അടിമ	adima	3
അടിമകളാണ്	adimakalaanu	1
അടിമകളാണ്	adimakalanu	2
അടിമകളായി	adimakalaayi	1
അടിമകളായി	adimakalayi	2
അടിമകളും	adimakalaum	1
അടിമകളും	adimakalum	2
അടിമകളുടെ	adimakalude	3
അടിമകളെ	adimakale	3
അടിമകൾ	adimakal	3
അടിമത്തം	adimatham	3
അടിമത്തത്തിൽ	adimathathil	3
അടിമപ്പണി	adimappani	3
അടിമുടി	adimudi	2
അടിമുടി	atimuti	1
അടിയന്തര	adiyanthara	2
അടിയന്തര	atiyanthara	1
അടിയന്തരാവസ്ഥ	adiyantharaavastha	2
അടിയന്തരാവസ്ഥ	atiyantharaavastha	1
അടിയന്തരാവസ്ഥക്കാലത്ത്	adiyantharaavasthakkaalath	1
അടിയന്തരാവസ്ഥക്കാലത്ത്	adiyantharaavasthakkaalathu	1
അടിയന്തരാവസ്ഥക്കാലത്ത്	atiyantharaavasthakkaalath	1
അടിയന്തരാവസ്ഥാ	adiyantharaavasthaa	2
അടിയന്തരാവസ്ഥാ	atiyantharaavastha	1
അടിയറവ്	adiyarav	1
അടിയറവ്	adiyaravu	1
അടിയറവ്	atiyaravu	1
അടിയാൻ	adiyaan	2
അടിയാൻ	atiyaan	1
അടിയിലായി	adiyilaayi	2
അടിയിലായി	atiyilaayi	1
അടിയിലുള്ള	adiyilulla	2
അടിയിലുള്ള	atiyilulla	1
അടിയിലൂടെ	adiyiloode	2
അടിയിലൂടെ	atiyioote	1
അടിയിൽ	adiyil	2
അടിയിൽ	atiyil	1
അടിയുന്ന	adiyunna	3
അടിയേറ്റ്	adiyett	1
അടിയേറ്റ്	adiyettu	2
അടിവളമായി	adivalamaayi	3
അടിവശം	adivasham	3
അടിവശത്ത്	adivashath	1
അടിവശത്ത്	adivashathu	2
അടിസ്ഥാന	adisthaana	3
അടിസ്ഥാനം	adisthaanam	3
അടിസ്ഥാനത്തിലാണ്	adisthaanathilaanu	2
അടിസ്ഥാനത്തിലാണ്	atisthaanathilaanu	1
അടിസ്ഥാനത്തിലും	adisthaanathilum	2
അടിസ്ഥാനത്തിലും	atisthaanathilum	1
അടിസ്ഥാനത്തിലുള്ള	adisthaanathilulla	2
അടിസ്ഥാനത്തിലുള്ള	atisthaanathilulla	1
അടിസ്ഥാനത്തിൽ	adisthaanathil	2
അടിസ്ഥാനത്തിൽ	atisthaanathil	1
അടിസ്ഥാനപരമായ	adisthaanaparamaaya	2
അടിസ്ഥാനപരമായ	atisthaanaparamaaya	1
അടിസ്ഥാനപരമായി	adisthaanaparamaayi	2
അടിസ്ഥാനപരമായി	atisthaanaparamaayi	1
അടിസ്ഥാനപ്പെടുത്തി	adisthaanappeduthi	2
അടിസ്ഥാനപ്പെടുത്തി	atisthaanappetuthi	1
അടിസ്ഥാനപ്പെടുത്തിയാണ്	adisthaanappeduthiyaanu	2
അടിസ്ഥാനപ്പെടുത്തിയാണ്	atisthaanappetuthiyaanu	1
അടിസ്ഥാനപ്പെടുത്തിയുള്ള	adisthaanappeduthiyulla	2
അടിസ്ഥാനപ്പെടുത്തിയുള്ള	atisthaanappetuthiyulla	1
അടിസ്ഥാനമാക്കിയുള്ളതാണ്	adisthaanamaakkiyullathaanu	2
അടിസ്ഥാനമാക്കിയുള്ളതാണ്	atisthaanamaakkiyullathaanu	1
അടിസ്ഥാനമായ	adisthaanamaaya	2
അടിസ്ഥാനമായ	atisthaanamaaya	1
അടിസ്ഥാനമായി	adisthaanamaayi	2
അടിസ്ഥാനമായി	atisthaanamaayi	1
അടിസ്ഥാനവും	adisdhaanavum	1
അടിസ്ഥാനവും	adisthaanavum	2
അടുക്കലെത്തി	adukkalethi	3
അടുക്കള	adukkala	3
അടുക്കളയിൽ	adukkalayil	3
അടുക്കളയുടെ	adukkalayude	2
അടുക്കളയുടെ	atukkalayute	1
അടുക്കുന്ന	adukkunna	2
അടുക്കുന്ന	atukkunna	1
അടുക്കുന്നത്	adukkunnath	1
അടുക്കുന്നത്	adukkunnathu	1
അടുക്കുന്നത്	atukkunnath	1
അടുക്കൽ	adukkal	2
അടുക്കൽ	atukkal	1
അടുത്ത	adtha	1
അടുത്ത	adutha	1
അടുത്ത	atutha	1
അടുത്തകാലം	aduthakaalam	1
അടുത്തകാലം	aduthakalam	1
അടുത്തകാലം	atuthakaalam	1
അടുത്തകാലത്താണ്	aduthakaalathaanu	1
അടുത്തകാലത്താണ്	aduthakalathu	1
അടുത്തകാലത്താണ്	atuthakaalathaan	1
അടുത്തകാലത്തായി	aduthakaalathaayi	2
അടുത്തകാലത്തായി	atuthakaalathaayi	1
